outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population
death,Jul-21,202129,30-49,all_types,19,"28,760,700",615,"22,987,595"
death,Jul-21,202129,50-64,all_types,107,"25,915,936","1,127","11,729,871"
death,Jul-21,202129,65-79,all_types,307,"20,693,972","1,122","4,149,355.30"
death,Jul-21,202129,80+,all_types,347,"6,031,191",637,"1,689,603"
death,Jul-21,202129,all_ages_adj,all_types,781,"100,010,418","3,582","69,934,450.30"
death,Jul-21,202129,all_ages_adj,Janssen,100,"7,919,326","3,582","69,934,450.30"
death,Jul-21,202129,all_ages_adj,Moderna,218,"38,963,600","3,582","69,934,450.30"
death,Jul-21,202129,all_ages_adj,Pfizer,462,"53,042,663","3,582","69,934,450.30"
death,Jul-21,202130,12-17,all_types,0,"4,612,200",3,"10,195,239"
death,Jul-21,202130,18-29,all_types,2,"14,497,556",109,"18,452,569"
death,Jul-21,202130,30-49,all_types,40,"29,123,461",949,"22,396,788"
death,Jul-21,202130,50-64,all_types,172,"26,114,607","1,681","11,395,723"
death,Jul-21,202130,65-79,all_types,458,"20,763,496","1,691","4,040,996.30"
death,Jul-21,202130,80+,all_types,530,"6,046,760",885,"1,667,979"
death,Jul-21,202130,all_ages_adj,all_types,"1,202","101,158,080","5,318","68,149,294.30"
death,Jul-21,202130,all_ages_adj,Janssen,153,"8,054,757","5,318","68,149,294.30"
death,Jul-21,202130,all_ages_adj,Moderna,337,"39,239,494","5,318","68,149,294.30"
death,Jul-21,202130,all_ages_adj,Pfizer,712,"53,778,640","5,318","68,149,294.30"
death,Aug-21,202131,12-17,all_types,0,"4,829,047",14,"9,794,066"
death,Aug-21,202131,18-29,all_types,2,"14,738,035",129,"18,018,322"
death,Aug-21,202131,30-49,all_types,46,"29,458,323","1,138","21,725,349"
death,Aug-21,202131,50-64,all_types,206,"26,304,923","2,279","11,029,874"
death,Aug-21,202131,65-79,all_types,621,"20,829,901","2,229","3,926,451.45"
death,Aug-21,202131,80+,all_types,736,"6,061,489","1,165","1,644,513"
death,Aug-21,202131,all_ages_adj,all_types,"1,611","102,221,718","6,954","66,138,575.45"
death,Aug-21,202131,all_ages_adj,Janssen,190,"8,172,938","6,954","66,138,575.45"
death,Aug-21,202131,all_ages_adj,Moderna,487,"39,484,574","6,954","66,138,575.45"
death,Aug-21,202131,all_ages_adj,Pfizer,931,"54,478,645","6,954","66,138,575.45"
death,Aug-21,202132,12-17,all_types,0,"5,018,826",8,"9,386,799"
death,Aug-21,202132,18-29,all_types,3,"14,965,370",138,"17,568,751"
death,Aug-21,202132,30-49,all_types,44,"29,775,765","1,321","21,026,642"
death,Aug-21,202132,50-64,all_types,271,"26,487,464","2,593","10,670,036"
death,Aug-21,202132,65-79,all_types,706,"20,893,473","2,627","3,815,419.45"
death,Aug-21,202132,80+,all_types,903,"6,075,089","1,357","1,621,378"
death,Aug-21,202132,all_ages_adj,all_types,"1,927","103,215,987","8,044","64,089,025.45"
death,Aug-21,202132,all_ages_adj,Janssen,258,"8,304,127","8,044","64,089,025.45"
death,Aug-21,202132,all_ages_adj,Moderna,568,"39,720,057","8,044","64,089,025.45"
death,Aug-21,202132,all_ages_adj,Pfizer,"1,101","55,105,912","8,044","64,089,025.45"
death,Aug-21,202133,12-17,all_types,2,"5,235,666",2,"9,049,311"
death,Aug-21,202133,18-29,all_types,2,"15,192,103",146,"17,131,976"
death,Aug-21,202133,30-49,all_types,47,"30,095,605","1,318","20,358,614"
death,Aug-21,202133,50-64,all_types,252,"26,672,685","2,704","10,334,792"
death,Aug-21,202133,65-79,all_types,775,"20,957,584","2,810","3,699,401.45"
death,Aug-21,202133,80+,all_types,951,"6,088,757","1,494","1,595,930"
death,Aug-21,202133,all_ages_adj,all_types,"2,029","104,242,400","8,474","62,170,024.45"
death,Aug-21,202133,all_ages_adj,Janssen,250,"8,434,271","8,474","62,170,024.45"
death,Aug-21,202133,all_ages_adj,Moderna,647,"39,934,189","8,474","62,170,024.45"
death,Aug-21,202133,all_ages_adj,Pfizer,"1,129","55,787,328","8,474","62,170,024.45"
death,Aug-21,202134,12-17,all_types,0,"5,499,437",14,"8,741,986"
death,Aug-21,202134,18-29,all_types,1,"15,443,883",132,"16,707,259"
death,Aug-21,202134,30-49,all_types,45,"30,467,405","1,252","19,713,784"
death,Aug-21,202134,50-64,all_types,254,"26,888,810","2,556","10,013,996"
death,Aug-21,202134,65-79,all_types,773,"21,031,337","2,763","3,588,296.45"
death,Aug-21,202134,80+,all_types,874,"6,104,162","1,372","1,570,813"
death,Aug-21,202134,all_ages_adj,all_types,"1,947","105,435,034","8,089","60,336,134.45"
death,Aug-21,202134,all_ages_adj,Janssen,228,"8,560,524","8,089","60,336,134.45"
death,Aug-21,202134,all_ages_adj,Moderna,636,"40,168,444","8,089","60,336,134.45"
death,Aug-21,202134,all_ages_adj,Pfizer,"1,080","56,618,588","8,089","60,336,134.45"
death,Sep-21,202135,12-17,all_types,0,"5,817,137",9,"8,458,422"
death,Sep-21,202135,18-29,all_types,5,"15,754,134",121,"16,301,754"
death,Sep-21,202135,30-49,all_types,53,"30,959,686","1,159","19,105,214"
death,Sep-21,202135,50-64,all_types,235,"27,172,122","2,429","9,709,970"
death,Sep-21,202135,65-79,all_types,732,"21,131,123.10","2,614","3,480,392.45"
death,Sep-21,202135,80+,all_types,830,"6,124,821","1,378","1,546,749"
death,Sep-21,202135,all_ages_adj,all_types,"1,855","106,959,023.10","7,710","58,602,501.45"
death,Sep-21,202135,all_ages_adj,Janssen,245,"8,681,983","7,710","58,602,501.45"
death,Sep-21,202135,all_ages_adj,Moderna,588,"40,472,700","7,710","58,602,501.45"
death,Sep-21,202135,all_ages_adj,Pfizer,"1,020","57,716,232","7,710","58,602,501.45"
death,Sep-21,202136,12-17,all_types,0,"6,185,368",6,"8,249,946"
death,Sep-21,202136,18-29,all_types,3,"16,118,752",112,"15,980,398"
death,Sep-21,202136,30-49,all_types,49,"31,556,764",996,"18,635,982"
death,Sep-21,202136,50-64,all_types,211,"27,503,092","2,116","9,481,672"
death,Sep-21,202136,65-79,all_types,681,"21,247,085.10","2,358","3,399,906.45"
death,Sep-21,202136,80+,all_types,796,"6,148,563","1,179","1,528,685"
death,Sep-21,202136,all_ages_adj,all_types,"1,740","108,759,624.10","6,767","57,276,589.45"
death,Sep-21,202136,all_ages_adj,Janssen,190,"8,793,573","6,767","57,276,589.45"
death,Sep-21,202136,all_ages_adj,Moderna,578,"40,887,848","6,767","57,276,589.45"
death,Sep-21,202136,all_ages_adj,Pfizer,971,"58,989,749","6,767","57,276,589.45"
death,Sep-21,202137,12-17,all_types,0,"6,564,203",5,"8,037,561"
death,Sep-21,202137,18-29,all_types,8,"16,501,691",115,"15,620,088"
death,Sep-21,202137,30-49,all_types,38,"32,184,493",848,"18,111,335"
death,Sep-21,202137,50-64,all_types,223,"27,839,543","1,749","9,234,616"
death,Sep-21,202137,65-79,all_types,597,"21,362,702.10","2,043","3,315,277.25"
death,Sep-21,202137,80+,all_types,730,"6,172,552","1,054","1,509,702"
death,Sep-21,202137,all_ages_adj,all_types,"1,596","110,625,184.10","5,814","55,828,579.25"
death,Sep-21,202137,all_ages_adj,Janssen,178,"8,890,171","5,814","55,828,579.25"
death,Sep-21,202137,all_ages_adj,Moderna,546,"41,372,844","5,814","55,828,579.25"
death,Sep-21,202137,all_ages_adj,Pfizer,870,"60,272,896","5,814","55,828,579.25"
death,Sep-21,202138,12-17,all_types,1,"6,855,486",6,"7,872,883"
death,Sep-21,202138,18-29,all_types,2,"16,834,966",82,"15,331,634"
death,Sep-21,202138,30-49,all_types,46,"32,718,606",650,"17,696,367"
death,Sep-21,202138,50-64,all_types,164,"28,113,186","1,484","9,041,284"
death,Sep-21,202138,65-79,all_types,495,"21,454,475.10","1,639","3,249,908.25"
death,Sep-21,202138,80+,all_types,654,"6,192,102",851,"1,491,691"
death,Sep-21,202138,all_ages_adj,all_types,"1,362","112,168,821.10","4,712","54,683,767.25"
death,Sep-21,202138,all_ages_adj,Janssen,138,"8,959,021","4,712","54,683,767.25"
death,Sep-21,202138,all_ages_adj,Moderna,506,"41,825,488","4,712","54,683,767.25"
death,Sep-21,202138,all_ages_adj,Pfizer,716,"61,294,233","4,712","54,683,767.25"
death,Sep-21,202139,12-17,all_types,1,"7,122,720",6,"7,740,454"
death,Sep-21,202139,18-29,all_types,1,"17,212,160",53,"15,077,050"
death,Sep-21,202139,30-49,all_types,38,"33,321,321",546,"17,318,580"
death,Sep-21,202139,50-64,all_types,152,"28,411,912","1,195","8,859,146"
death,Sep-21,202139,65-79,all_types,458,"21,552,050.10","1,351","3,119,017.25"
death,Sep-21,202139,80+,all_types,530,"6,212,230",758,"1,452,716"
death,Sep-21,202139,all_ages_adj,all_types,"1,180","113,832,393.10","3,909","53,566,963.25"
death,Sep-21,202139,all_ages_adj,Janssen,124,"9,040,853","3,909","53,566,963.25"
death,Sep-21,202139,all_ages_adj,Moderna,433,"42,325,601","3,909","53,566,963.25"
death,Sep-21,202139,all_ages_adj,Pfizer,623,"62,375,173","3,909","53,566,963.25"
death,Oct-21,202140,12-17,all_types,0,"7,347,472",6,"7,626,390"
death,Oct-21,202140,18-29,all_types,0,"17,561,046",43,"14,849,547"
death,Oct-21,202140,30-49,all_types,22,"33,864,854",452,"16,984,109"
death,Oct-21,202140,50-64,all_types,128,"28,681,935",995,"8,694,442"
death,Oct-21,202140,65-79,all_types,405,"21,642,866.10","1,202","3,008,455.25"
death,Oct-21,202140,80+,all_types,477,"6,230,684",705,"1,416,909"
death,Oct-21,202140,all_ages_adj,all_types,"1,032","115,328,857.10","3,403","52,579,852.25"
death,Oct-21,202140,all_ages_adj,Janssen,97,"9,114,298","3,403","52,579,852.25"
death,Oct-21,202140,all_ages_adj,Moderna,380,"42,726,612","3,403","52,579,852.25"
death,Oct-21,202140,all_ages_adj,Pfizer,554,"63,396,598","3,403","52,579,852.25"
death,Oct-21,202141,12-17,all_types,0,"7,520,077",5,"7,529,447"
death,Oct-21,202141,18-29,all_types,4,"17,848,005",45,"14,646,893"
death,Oct-21,202141,30-49,all_types,28,"34,306,408",358,"16,689,897"
death,Oct-21,202141,50-64,all_types,127,"28,902,114",886,"8,545,545"
death,Oct-21,202141,65-79,all_types,363,"21,745,859.10","1,107","2,919,987.95"
death,Oct-21,202141,80+,all_types,462,"6,254,569",681,"1,385,737"
death,Oct-21,202141,all_ages_adj,all_types,984,"116,577,032.10","3,082","51,717,506.95"
death,Oct-21,202141,all_ages_adj,Janssen,121,"9,180,096","3,082","51,717,506.95"
death,Oct-21,202141,all_ages_adj,Moderna,360,"43,045,200","3,082","51,717,506.95"
death,Oct-21,202141,all_ages_adj,Pfizer,503,"64,259,863","3,082","51,717,506.95"
death,Oct-21,202142,12-17,all_types,0,"7,667,839",4,"7,445,339"
death,Oct-21,202142,18-29,all_types,3,"18,109,442",45,"14,463,340"
death,Oct-21,202142,30-49,all_types,23,"34,704,514",336,"16,424,113"
death,Oct-21,202142,50-64,all_types,109,"29,099,787",784,"8,402,818"
death,Oct-21,202142,65-79,all_types,376,"21,839,739.10",995,"2,861,700.25"
death,Oct-21,202142,80+,all_types,424,"6,277,416",606,"1,356,662"
death,Oct-21,202142,all_ages_adj,all_types,935,"117,698,737.10","2,770","50,953,972.25"
death,Oct-21,202142,all_ages_adj,Janssen,89,"9,244,975","2,770","50,953,972.25"
death,Oct-21,202142,all_ages_adj,Moderna,360,"43,281,899","2,770","50,953,972.25"
death,Oct-21,202142,all_ages_adj,Pfizer,485,"65,079,235","2,770","50,953,972.25"
death,Oct-21,202143,12-17,all_types,1,"7,788,507",1,"7,371,710"
death,Oct-21,202143,18-29,all_types,1,"18,335,735",33,"14,286,817"
death,Oct-21,202143,30-49,all_types,24,"35,039,682",299,"16,143,571"
death,Oct-21,202143,50-64,all_types,89,"29,267,244",701,"8,223,163"
death,Oct-21,202143,65-79,all_types,335,"21,916,770.10",935,"2,763,735.80"
death,Oct-21,202143,80+,all_types,456,"6,297,533",603,"1,303,236"
death,Oct-21,202143,all_ages_adj,all_types,906,"118,645,471.10","2,572","50,092,232.80"
death,Oct-21,202143,all_ages_adj,Janssen,92,"9,306,717","2,572","50,092,232.80"
death,Oct-21,202143,all_ages_adj,Moderna,394,"43,503,544","2,572","50,092,232.80"
death,Oct-21,202143,all_ages_adj,Pfizer,420,"65,742,145","2,572","50,092,232.80"
death,Nov-21,202144,12-17,all_types,0,"7,889,763",4,"7,296,092"
death,Nov-21,202144,18-29,all_types,0,"18,533,017",34,"14,110,039"
death,Nov-21,202144,30-49,all_types,29,"35,335,094",292,"15,858,039"
death,Nov-21,202144,50-64,all_types,109,"29,414,990",798,"8,038,457"
death,Nov-21,202144,65-79,all_types,360,"21,986,802.10",978,"2,684,493.80"
death,Nov-21,202144,80+,all_types,483,"6,316,948",581,"1,265,959.05"
death,Nov-21,202144,all_ages_adj,all_types,981,"119,476,614.10","2,687","49,253,079.85"
death,Nov-21,202144,all_ages_adj,Janssen,101,"9,370,718","2,687","49,253,079.85"
death,Nov-21,202144,all_ages_adj,Moderna,431,"43,704,159","2,687","49,253,079.85"
death,Nov-21,202144,all_ages_adj,Pfizer,448,"66,308,353","2,687","49,253,079.85"
death,Nov-21,202145,12-17,all_types,0,"7,977,173",3,"7,205,749"
death,Nov-21,202145,18-29,all_types,0,"18,706,896",35,"13,943,640"
death,Nov-21,202145,30-49,all_types,25,"35,605,217",332,"15,590,874"
death,Nov-21,202145,50-64,all_types,133,"29,559,129",785,"7,866,271"
death,Nov-21,202145,65-79,all_types,363,"22,088,379.10",993,"2,613,640.80"
death,Nov-21,202145,80+,all_types,517,"6,346,191",673,"1,233,555.90"
death,Nov-21,202145,all_ages_adj,all_types,"1,038","120,282,985.10","2,821","48,453,730.70"
death,Nov-21,202145,all_ages_adj,Janssen,99,"9,443,094","2,821","48,453,730.70"
death,Nov-21,202145,all_ages_adj,Moderna,490,"43,943,932","2,821","48,453,730.70"
death,Nov-21,202145,all_ages_adj,Pfizer,448,"66,802,239","2,821","48,453,730.70"
death,Nov-21,202146,12-17,all_types,1,"8,053,979",2,"7,109,383"
death,Nov-21,202146,18-29,all_types,1,"18,869,109",47,"13,767,161"
death,Nov-21,202146,30-49,all_types,37,"35,860,131",354,"15,304,684"
death,Nov-21,202146,50-64,all_types,147,"29,699,134",889,"7,674,114"
death,Nov-21,202146,65-79,all_types,412,"22,182,899.10","1,228","2,541,576.80"
death,Nov-21,202146,80+,all_types,540,"6,373,824",730,"1,204,325.90"
death,Nov-21,202146,all_ages_adj,all_types,"1,138","121,039,076.10","3,250","47,601,244.70"
death,Nov-21,202146,all_ages_adj,Janssen,137,"9,527,058","3,250","47,601,244.70"
death,Nov-21,202146,all_ages_adj,Moderna,483,"44,178,113","3,250","47,601,244.70"
death,Nov-21,202146,all_ages_adj,Pfizer,517,"67,239,981","3,250","47,601,244.70"
death,Nov-21,202147,12-17,all_types,0,"8,119,052",0,"7,034,283"
death,Nov-21,202147,18-29,all_types,3,"19,014,418",48,"13,588,081"
death,Nov-21,202147,30-49,all_types,18,"36,087,621",356,"15,028,730"
death,Nov-21,202147,50-64,all_types,172,"29,822,726",892,"7,477,251"
death,Nov-21,202147,65-79,all_types,459,"22,259,247.10","1,146","2,488,269.80"
death,Nov-21,202147,80+,all_types,500,"6,397,055",728,"1,182,760.90"
death,Nov-21,202147,all_ages_adj,all_types,"1,152","121,700,119.10","3,170","46,799,375.70"
death,Nov-21,202147,all_ages_adj,Janssen,121,"9,605,471","3,170","46,799,375.70"
death,Nov-21,202147,all_ages_adj,Moderna,498,"44,379,837","3,170","46,799,375.70"
death,Nov-21,202147,all_ages_adj,Pfizer,532,"67,620,787","3,170","46,799,375.70"
death,Dec-21,202148,12-17,all_types,0,"8,180,020",0,"6,962,143"
death,Dec-21,202148,18-29,all_types,0,"19,152,350",46,"13,415,483"
death,Dec-21,202148,30-49,all_types,37,"36,304,503",372,"14,750,600"
death,Dec-21,202148,50-64,all_types,171,"29,946,623","1,093","7,282,333.30"
death,Dec-21,202148,65-79,all_types,527,"22,331,406.10","1,505","2,425,731.80"
death,Dec-21,202148,80+,all_types,568,"6,419,405",942,"1,160,743.90"
death,Dec-21,202148,all_ages_adj,all_types,"1,303","122,334,307.10","3,958","45,997,035"
death,Dec-21,202148,all_ages_adj,Janssen,156,"9,678,729","3,958","45,997,035"
death,Dec-21,202148,all_ages_adj,Moderna,525,"44,571,712","3,958","45,997,035"
death,Dec-21,202148,all_ages_adj,Pfizer,622,"67,989,566","3,958","45,997,035"
death,Dec-21,202149,5-11,all_types,0,"87,551",2,"16,075,373"
death,Dec-21,202149,12-17,all_types,0,"8,546,339",4,"7,291,832"
death,Dec-21,202149,18-29,all_types,3,"20,015,265",31,"14,006,235"
death,Dec-21,202149,30-49,all_types,34,"37,851,169",418,"15,298,174"
death,Dec-21,202149,50-64,all_types,181,"31,468,800","1,087","7,575,909.30"
death,Dec-21,202149,65-79,all_types,505,"23,505,401.10","1,541","2,508,057.80"
death,Dec-21,202149,80+,all_types,517,"6,758,440",941,"1,201,576.90"
death,Dec-21,202149,all_ages_adj,all_types,"1,240","128,232,965.10","4,024","63,957,158"
death,Dec-21,202149,all_ages_adj,Janssen,167,"10,119,284","4,024","63,957,158"
death,Dec-21,202149,all_ages_adj,Moderna,500,"46,690,976","4,024","63,957,158"
death,Dec-21,202149,all_ages_adj,Pfizer,573,"71,327,306","4,024","63,957,158"
death,Dec-21,202150,5-11,all_types,0,"829,840",2,"15,694,203"
death,Dec-21,202150,12-17,all_types,1,"8,631,397",3,"7,214,631"
death,Dec-21,202150,18-29,all_types,3,"20,137,815",42,"13,790,105"
death,Dec-21,202150,30-49,all_types,37,"38,042,530",392,"14,997,073"
death,Dec-21,202150,50-64,all_types,169,"31,584,584","1,003","7,391,947.55"
death,Dec-21,202150,65-79,all_types,455,"23,560,860.10","1,417","2,453,291.80"
death,Dec-21,202150,80+,all_types,457,"6,773,587",784,"1,182,141.90"
death,Dec-21,202150,all_ages_adj,all_types,"1,122","129,560,613.10","3,643","62,723,393.25"
death,Dec-21,202150,all_ages_adj,Janssen,126,"10,182,122","3,643","62,723,393.25"
death,Dec-21,202150,all_ages_adj,Moderna,443,"46,854,220","3,643","62,723,393.25"
death,Dec-21,202150,all_ages_adj,Pfizer,553,"72,428,639","3,643","62,723,393.25"
death,Dec-21,202151,5-11,all_types,0,"1,725,557",1,"15,328,760"
death,Dec-21,202151,12-17,all_types,1,"8,725,945",0,"7,124,897"
death,Dec-21,202151,18-29,all_types,5,"20,276,933",44,"13,530,478"
death,Dec-21,202151,30-49,all_types,49,"38,259,990",356,"14,680,778"
death,Dec-21,202151,50-64,all_types,225,"31,717,482",976,"7,204,849.55"
death,Dec-21,202151,65-79,all_types,582,"23,622,260.10","1,405","2,398,996.80"
death,Dec-21,202151,80+,all_types,576,"6,790,293",967,"1,163,572.90"
death,Dec-21,202151,all_ages_adj,all_types,"1,438","131,118,460.10","3,749","61,432,332.25"
death,Dec-21,202151,all_ages_adj,Janssen,194,"10,255,422","3,749","61,432,332.25"
death,Dec-21,202151,all_ages_adj,Moderna,560,"47,040,833","3,749","61,432,332.25"
death,Dec-21,202151,all_ages_adj,Pfizer,682,"73,726,309","3,749","61,432,332.25"
death,Dec-21,202152,5-11,all_types,0,"2,297,650",3,"15,037,519"
death,Dec-21,202152,12-17,all_types,0,"8,800,418",3,"7,047,468"
death,Dec-21,202152,18-29,all_types,18,"20,410,290",65,"13,315,037"
death,Dec-21,202152,30-49,all_types,116,"38,460,673",512,"14,437,287.10"
death,Dec-21,202152,50-64,all_types,530,"31,828,067","1,273","7,073,222.55"
death,Dec-21,202152,65-79,all_types,"1,276","23,691,386.10","2,027","2,344,227.80"
death,Dec-21,202152,80+,all_types,"1,532","6,820,641","1,648","1,134,790.90"
death,Dec-21,202152,all_ages_adj,all_types,"3,472","132,309,125.10","5,531","60,389,552.35"
death,Dec-21,202152,all_ages_adj,Janssen,392,"10,317,088","5,531","60,389,552.35"
death,Dec-21,202152,all_ages_adj,Moderna,"1,282","47,222,640","5,531","60,389,552.35"
death,Dec-21,202152,all_ages_adj,Pfizer,"1,794","74,672,868","5,531","60,389,552.35"
death,Jan-22,202201,5-11,all_types,0,"2,598,780",2,"14,733,383"
death,Jan-22,202201,12-17,all_types,2,"8,864,645",7,"6,944,828"
death,Jan-22,202201,18-29,all_types,16,"20,529,317",64,"13,096,732"
death,Jan-22,202201,30-49,all_types,167,"38,624,719",599,"14,187,689.10"
death,Jan-22,202201,50-64,all_types,754,"31,927,439","1,598","6,936,986.95"
death,Jan-22,202201,65-79,all_types,"1,910","23,734,538.70","2,807","2,305,484.80"
death,Jan-22,202201,80+,all_types,"2,414","6,832,131","2,493","1,122,899.90"
death,Jan-22,202201,all_ages_adj,all_types,"5,263","133,111,569.70","7,570","59,328,003.75"
death,Jan-22,202201,all_ages_adj,Janssen,594,"10,359,594","7,570","59,328,003.75"
death,Jan-22,202201,all_ages_adj,Moderna,"1,984","47,378,356","7,570","59,328,003.75"
death,Jan-22,202201,all_ages_adj,Pfizer,"2,676","75,277,288","7,570","59,328,003.75"
death,Jan-22,202202,5-11,all_types,0,"2,864,067",4,"14,430,920"
death,Jan-22,202202,12-17,all_types,4,"8,924,734",3,"6,831,760"
death,Jan-22,202202,18-29,all_types,24,"20,634,695",63,"12,859,988"
death,Jan-22,202202,30-49,all_types,135,"38,767,220",506,"13,914,987.10"
death,Jan-22,202202,50-64,all_types,724,"32,009,430","1,464","6,807,519.95"
death,Jan-22,202202,65-79,all_types,"1,992","23,765,933.70","2,775","2,271,477.70"
death,Jan-22,202202,80+,all_types,"2,594","6,839,969","2,708","1,111,796.95"
death,Jan-22,202202,all_ages_adj,all_types,"5,473","133,806,048.70","7,523","58,228,449.70"
death,Jan-22,202202,all_ages_adj,Janssen,552,"10,391,844","7,523","58,228,449.70"
death,Jan-22,202202,all_ages_adj,Moderna,"2,236","47,500,755","7,523","58,228,449.70"
death,Jan-22,202202,all_ages_adj,Pfizer,"2,681","75,817,866","7,523","58,228,449.70"
death,Jan-22,202203,5-11,all_types,0,"3,150,211",2,"14,171,202"
death,Jan-22,202203,12-17,all_types,2,"9,000,979",2,"6,720,975"
death,Jan-22,202203,18-29,all_types,17,"20,751,366",60,"12,675,646.45"
death,Jan-22,202203,30-49,all_types,157,"38,923,095",384,"13,703,726.10"
death,Jan-22,202203,50-64,all_types,673,"32,094,775","1,271","6,715,255.95"
death,Jan-22,202203,65-79,all_types,"1,840","23,798,634.70","2,679","2,244,649.70"
death,Jan-22,202203,80+,all_types,"2,330","6,847,945","2,450","1,103,117.95"
death,Jan-22,202203,all_ages_adj,all_types,"5,019","134,567,005.70","6,848","57,334,573.15"
death,Jan-22,202203,all_ages_adj,Janssen,523,"10,428,076","6,848","57,334,573.15"
death,Jan-22,202203,all_ages_adj,Moderna,"2,087","47,643,251","6,848","57,334,573.15"
death,Jan-22,202203,all_ages_adj,Pfizer,"2,400","76,401,010","6,848","57,334,573.15"
death,Jan-22,202204,5-11,all_types,0,"3,446,045",3,"13,971,890"
death,Jan-22,202204,12-17,all_types,1,"9,088,330",6,"6,633,510"
death,Jan-22,202204,18-29,all_types,19,"20,871,401",32,"12,522,416.45"
death,Jan-22,202204,30-49,all_types,113,"39,082,624",313,"13,523,761.10"
death,Jan-22,202204,50-64,all_types,536,"32,180,004","1,139","6,637,861.95"
death,Jan-22,202204,65-79,all_types,"1,398","23,831,027.70","2,184","2,221,052.60"
death,Jan-22,202204,80+,all_types,"1,834","6,856,024","2,075","1,095,603.95"
death,Jan-22,202204,all_ages_adj,all_types,"3,901","135,355,455.70","5,752","56,606,096.05"
death,Jan-22,202204,all_ages_adj,Janssen,374,"10,468,605","5,752","56,606,096.05"
death,Jan-22,202204,all_ages_adj,Moderna,"1,624","47,782,010","5,752","56,606,096.05"
death,Jan-22,202204,all_ages_adj,Pfizer,"1,900","77,010,973","5,752","56,606,096.05"
death,Feb-22,202205,5-11,all_types,0,"3,683,561",3,"13,831,021"
death,Feb-22,202205,12-17,all_types,3,"9,168,343",3,"6,567,269"
death,Feb-22,202205,18-29,all_types,6,"20,974,611",28,"12,401,494.45"
death,Feb-22,202205,30-49,all_types,75,"39,217,028",198,"13,384,742.10"
death,Feb-22,202205,50-64,all_types,363,"32,250,255",770,"6,584,426.60"
death,Feb-22,202205,65-79,all_types,"1,081","23,856,929.70","1,574","2,205,022.60"
death,Feb-22,202205,80+,all_types,"1,191","6,862,549","1,500","1,090,257.95"
death,Feb-22,202205,all_ages_adj,all_types,"2,719","136,013,276.70","4,076","56,064,233.70"
death,Feb-22,202205,all_ages_adj,Janssen,267,"10,497,753","4,076","56,064,233.70"
death,Feb-22,202205,all_ages_adj,Moderna,"1,176","47,899,503","4,076","56,064,233.70"
death,Feb-22,202205,all_ages_adj,Pfizer,"1,274","77,522,820","4,076","56,064,233.70"
death,Feb-22,202206,5-11,all_types,1,"3,942,976",2,"13,692,256"
death,Feb-22,202206,12-17,all_types,0,"9,251,523",4,"6,503,211"
death,Feb-22,202206,18-29,all_types,5,"21,078,513",20,"12,296,275.45"
death,Feb-22,202206,30-49,all_types,57,"39,349,816",131,"13,259,653.10"
death,Feb-22,202206,50-64,all_types,220,"32,316,061",552,"6,539,960.60"
death,Feb-22,202206,65-79,all_types,743,"23,880,513.70","1,182","2,189,775.60"
death,Feb-22,202206,80+,all_types,841,"6,868,246","1,054","1,085,319.95"
death,Feb-22,202206,all_ages_adj,all_types,"1,867","136,687,648.70","2,945","55,566,451.70"
death,Feb-22,202206,all_ages_adj,Janssen,161,"10,522,574","2,945","55,566,451.70"
death,Feb-22,202206,all_ages_adj,Moderna,787,"48,004,502","2,945","55,566,451.70"
death,Feb-22,202206,all_ages_adj,Pfizer,916,"78,067,983","2,945","55,566,451.70"
death,Feb-22,202207,5-11,all_types,0,"4,188,568",0,"13,598,961"
death,Feb-22,202207,12-17,all_types,0,"9,331,126",1,"6,458,362"
death,Feb-22,202207,18-29,all_types,2,"21,184,510",14,"12,211,285.45"
death,Feb-22,202207,30-49,all_types,40,"39,481,367",94,"13,161,911.10"
death,Feb-22,202207,50-64,all_types,157,"32,376,845",380,"6,508,064.60"
death,Feb-22,202207,65-79,all_types,493,"23,900,936.70",731,"2,178,944.60"
death,Feb-22,202207,80+,all_types,542,"6,873,292",629,"1,081,503.95"
death,Feb-22,202207,all_ages_adj,all_types,"1,234","137,336,644.70","1,849","55,199,032.70"
death,Feb-22,202207,all_ages_adj,Janssen,103,"10,542,984","1,849","55,199,032.70"
death,Feb-22,202207,all_ages_adj,Moderna,571,"48,109,636","1,849","55,199,032.70"
death,Feb-22,202207,all_ages_adj,Pfizer,558,"78,591,955","1,849","55,199,032.70"
death,Feb-22,202208,5-11,all_types,0,"4,406,111",0,"13,507,019"
death,Feb-22,202208,12-17,all_types,0,"9,405,300",1,"6,415,998"
death,Feb-22,202208,18-29,all_types,2,"21,287,549",10,"12,137,569.45"
death,Feb-22,202208,30-49,all_types,13,"39,605,441",70,"13,077,611.95"
death,Feb-22,202208,50-64,all_types,101,"32,432,746",242,"6,480,093.60"
death,Feb-22,202208,65-79,all_types,318,"23,919,835.70",497,"2,169,432.40"
death,Feb-22,202208,80+,all_types,373,"6,877,903",446,"1,078,371.95"
death,Feb-22,202208,all_ages_adj,all_types,807,"137,934,885.70","1,266","54,866,096.35"
death,Feb-22,202208,all_ages_adj,Janssen,74,"10,561,934","1,266","54,866,096.35"
death,Feb-22,202208,all_ages_adj,Moderna,346,"48,224,499","1,266","54,866,096.35"
